epoch,loss,answer_loss,aux_loss
1,5.995010043843587,3.3136619794209796,2.68134808438619
2,3.536126031621297,2.4430446051279704,1.093081436061859
3,1.8352909457524618,1.4832152992884318,0.3520756506840388
4,0.8803561408360799,0.775609698343277,0.10474644798636436
5,0.4427367543697357,0.4062575996081034,0.03647915302713712
6,0.25083698430856066,0.23304891502857208,0.017788070223728816
7,0.14966991588672002,0.13995255739688872,0.009717358335852622
8,0.08983357292016347,0.08447771679957708,0.005355856399983167
9,0.05444830522139867,0.05089006750583649,0.003558237557547788
10,0.031471194909016294,0.0296903194497029,0.0017808754039928317
11,0.024598483094076317,0.022823472766578198,0.001775010369780163
12,0.010166826190551122,0.009539820868273576,0.000627005351986736
13,0.003487487477436662,0.003196064079366624,0.0002914233853031571
14,0.001288309155466656,0.0010836226444070538,0.0002046865193095679
15,0.0010015210511783758,0.0008230827488626044,0.00017843830032895008
16,0.000875140908639878,0.0007107562877858678,0.00016438462547181795
17,0.0008404119803880652,0.0006845807928591967,0.0001558311854954809
18,0.0008143477311047415,0.0006629927533678711,0.0001513549746091788
19,0.0007867683389534553,0.0006369279383371273,0.0001498404019046575
20,0.0007921506157455345,0.00064296339560921,0.00014918722376072157
