target_id,run_id,step,layer,block_alpha,noise_alpha,objective,block_kl,noise_kl,block_nll,noise_nll,block_hidden_norm,noise_hidden_norm,block_output_norm,noise_output_norm,block_abs_cosine,noise_abs_cosine,pass_kl,pass_nll,pass_hidden_norm,pass_output_norm,pass_abs_cosine,calibration_pass
r2_s14000_l1,2,14000,1,0.610086654353,0.610086654353,3.3370785875329037,1.2464020252227783,0.5482299327850342,1.341853141784668,0.6652943293253584,0.610086977481842,0.6100866993268331,338.2544250488281,233.47638448079428,0.0035149643663316,0.0033089111869533,False,False,True,False,True,False
r2_s14000_l2,2,14000,2,0.667777390647,0.667777390647,4.057977170659074,1.8179389238357544,0.710997740427653,1.9588227272033687,0.8402614593505859,0.6677772402763367,0.6677769621213278,392.5700988769531,253.56464131673175,0.003412572434172,0.0035280499141663,False,False,True,False,True,False
r2_s14000_l3,2,14000,3,0.569293543783,0.569293543783,1.3544329600579983,0.9675418734550476,0.7031270662943522,1.091844081878662,0.8253679275512695,0.5692932605743408,0.5692930817604065,272.428955078125,287.0857442220052,0.0036382018588483,0.0031200661323964,False,False,True,True,True,False
r2_s14000_l4,2,14000,4,0.183628791873,0.367257583746,3.425584773984276,0.1370854824781417,0.2487584898869196,0.1384563446044922,0.2522850036621094,0.1836292743682861,0.3672573169072469,116.23475646972656,185.4013112386068,0.0034109787084162,0.0026821750992288,False,False,False,False,True,False
r2_s14000_l6,2,14000,6,0.327424162539,0.327424162539,1.4376625810463861,0.2431597113609314,0.1703817248344421,0.2721495628356933,0.1939907073974609,0.3274239301681518,0.3274244268735249,177.42202758789062,161.20735677083334,0.0029567445162683,0.002695811058705,False,False,True,True,True,False
r2_s14000_l9,2,14000,9,0.370729772479,0.370729772479,1.803480046899957,0.3074042797088623,0.1980395168066024,0.2600171566009521,0.1688385009765625,0.3707298338413238,0.3707295556863149,205.2065887451172,182.7504170735677,0.0030069220811128,0.0025014261870334,False,False,True,True,True,False
r2_s14000_l10,2,14000,10,0.467887361263,0.467887361263,1.1208445831590075,0.3758656978607178,0.3046775758266449,0.4167714118957519,0.3117914994557695,0.4678868651390075,0.4678872525691986,236.9012756347656,226.2770334879557,0.0030979071743786,0.0026595687183241,False,False,True,True,True,False
r2_s72000_l1,2,72000,1,0.3541019662495,0.708203932499,3.9736287498860596,0.4134862720966339,0.93745356798172,0.4049630165100097,0.987187385559082,0.3541013598442077,0.7082039515177408,220.2906646728516,317.42059326171875,0.0029941610991954,0.0029898320014278,False,False,False,False,True,False
r2_s72000_l2,2,72000,2,0.699480193099,0.699480193099,3.6566194458753807,2.063441276550293,0.8577124873797098,2.1202874183654785,0.9001401265462237,0.6994791030883789,0.6994806329409281,456.0924072265625,314.91527303059894,0.0033454210497438,0.0029081031680107,False,False,True,False,True,False
r2_s72000_l3,2,72000,3,0.66613293846,0.44408862564,2.494064621439539,1.4323828220367432,0.8121196031570435,1.5096588134765625,0.8671582539876299,0.6661335229873657,0.4440888067086537,364.8253173828125,333.1786397298177,0.0032395962625741,0.0027930088496456,False,False,False,True,True,False
r2_s72000_l7,2,72000,7,0.341906038116,0.341906038116,0.32086434817611637,0.3842191696166992,0.3771418829758962,0.4170956611633301,0.4045681158701582,0.3419071435928345,0.3419057230154673,239.0426025390625,249.13106791178384,0.0027989398222416,0.0024452298724402,True,True,True,True,True,True
r2_s72000_l9,2,72000,9,0.37324227185,0.37324227185,2.035331480789616,0.5681605339050293,0.3506018122037251,0.5676836967468262,0.3444128036499023,0.3732405304908752,0.3732423782348633,284.0941772460937,247.68419392903647,0.0028076891321688,0.0024475393195947,False,False,True,True,True,False
r2_s72000_l10,2,72000,10,0.52014326253,0.52014326253,0.28136058700830174,0.5787755250930786,0.5819223721822103,0.6271638870239258,0.5716867446899414,0.5201443433761597,0.5201432704925537,301.9840087890625,319.9423522949219,0.002636622171849,0.0025076368668427,True,True,True,True,True,True
r2_s143000_l1,2,143000,1,0.734741719419,0.734741719419,3.575206297694674,2.3910725116729736,0.9971227447191874,2.446568489074707,1.034977118174235,0.7347407341003418,0.734741727511088,947.7848510742188,780.6235555013021,0.0019091775175184,0.0014862227253615,False,False,True,True,True,False
r2_s143000_l2,2,143000,2,0.75,0.75,2.86901577927645,2.2473995685577397,1.1455399592717488,2.268623352050781,1.1820723215738935,0.7500004768371582,0.7500004967053732,1017.2220458984376,659.3739420572916,0.0019068233668804,0.0020352726181348,False,False,True,False,True,False
r2_s143000_l3,2,143000,3,0.73109135337,0.48739423558,2.4430144919616787,1.9472265243530276,1.1682984034220378,1.99771785736084,1.1753182411193848,0.731090784072876,0.4873942732810974,922.2593994140624,675.8998616536459,0.0017376150935888,0.002186234962816,False,False,False,False,True,False
r2_s143000_l4,2,143000,4,0.28795731005,0.28795731005,1.2266845342366959,0.5579954385757446,0.392093151807785,0.4545378684997558,0.3714105288187661,0.2879568636417389,0.2879571219285329,485.5700988769531,385.2390950520833,0.0022570095025002,0.0019959720860545,False,False,True,False,True,False
r2_s143000_l6,2,143000,6,0.324685111242,0.324685111242,0.7440658737927985,0.4050474166870117,0.3557630678017934,0.4332265853881836,0.3565501372019448,0.3246861398220062,0.3246851662794749,514.24609375,425.9326680501302,0.0016885842196643,0.0018493197082231,True,False,True,True,True,False
r2_s143000_l9,2,143000,9,0.5485571606085,0.365704773739,1.2580977250815564,0.4679211974143982,0.3450242380301158,0.4461512565612793,0.3599679470062256,0.5485591292381287,0.3657047947247823,419.998779296875,432.5315043131511,0.0020627253688871,0.0016616899520158,False,False,False,True,True,False
r2_s143000_l10,2,143000,10,0.73488173621,0.73488173621,0.27947927463984645,0.9979407787322998,1.014746328194936,1.0288619995117188,1.0155008633931475,0.734883189201355,0.7348809242248535,790.028564453125,1185.8815511067708,0.0013854810968041,0.00105772811609,True,True,True,False,True,False
r3_s14000_l1,3,14000,1,0.649370222483,0.649370222483,1.966978312166651,1.0176844596862793,0.6192524433135986,1.1004242897033691,0.719109058380127,0.6493697762489319,0.649369994799296,321.4488220214844,252.75718688964844,0.0032447217963635,0.0033124084584414,False,False,True,False,True,False
r3_s14000_l2,3,14000,2,0.592865727479,0.592865727479,3.428695497780877,1.0898840427398682,0.4801306426525116,1.1539177894592283,0.5967140197753906,0.5928664207458496,0.5928661823272705,332.3255615234375,224.5025787353516,0.0032835130114108,0.0032465716358274,False,False,True,False,True,False
r3_s14000_l3,3,14000,3,0.723505480648,0.723505480648,1.8818236058830389,1.8636627197265625,1.2287137111028037,1.9861083030700684,1.365407943725586,0.7235067486763,0.7235055168469747,368.1373901367188,350.1255289713542,0.0035433489829301,0.0031406993512064,False,False,True,True,True,False
r3_s14000_l4,3,14000,4,0.46204268995,0.46204268995,2.2658809608704864,0.7395466566085815,0.430662880341212,0.7909808158874512,0.497970898946126,0.4620422422885895,0.4620427091916402,266.4278869628906,239.42347208658853,0.0033071583602577,0.0027712144268055,False,False,True,True,True,False
r3_s14000_l5,3,14000,5,0.390096630006,0.390096630006,2.2162235881971966,0.409826785326004,0.2663120925426483,0.5058784484863281,0.2723663647969565,0.3900961875915527,0.3900965849558512,215.1607360839844,196.26744588216147,0.0031595025211572,0.0027519889020671,False,False,True,True,True,False
r3_s14000_l8,3,14000,8,0.355654776257,0.355654776257,0.42492283243975537,0.2242873609066009,0.1986342469851175,0.2055268287658691,0.1929434140523276,0.3556530773639679,0.3556549151738484,190.19039916992188,182.41617838541663,0.0026163640432059,0.0025819047975043,True,True,True,True,True,True
r3_s14000_l9,3,14000,9,0.371322893124,0.371322893124,1.5502301988302236,0.3043946623802185,0.2049856434265772,0.2823691368103027,0.1985863844553628,0.3713256120681762,0.3713227013746897,209.3946533203125,187.97955830891928,0.0028622143436223,0.002556178641195,False,False,True,True,True,False
r3_s14000_l10,3,14000,10,0.443722056922,0.443722056922,1.989392227678978,0.391627550125122,0.2771761020024617,0.4482421875,0.2587161858876547,0.4437184333801269,0.4437222083409627,244.62229919433597,218.35491434733072,0.0031018033623695,0.0026069276500493,False,False,True,True,True,False
r3_s72000_l1,3,72000,1,0.657500841239,0.657500841239,3.272481115212101,1.6905386447906494,0.7990033427874247,1.7210025787353516,0.7693993250528974,0.6575007438659668,0.6575007239977518,419.7564697265625,302.9606221516927,0.003114600200206,0.0030213809416939,False,False,True,False,True,False
r3_s72000_l2,3,72000,2,0.68417864495,0.68417864495,3.5538286282947578,1.8738495111465452,0.7982473969459534,1.8154501914978027,0.8060226440429688,0.6841768026351929,0.6841781934102377,445.2036437988281,295.9715779622396,0.0030080443248152,0.0031302794038007,False,False,True,False,True,False
r3_s72000_l3,3,72000,3,0.674128647469,0.674128647469,0.9428842889539257,1.5483286380767822,1.8626518646876016,1.4733033180236816,1.884907881418864,0.6741287708282471,0.6741285721460978,384.77728271484375,451.047353108724,0.0033267457038164,0.0031195105208704,False,False,True,True,True,False
r3_s72000_l4,3,72000,4,0.324685111242,0.324685111242,0.29909023416782315,0.4103408455848694,0.4154607852300008,0.3906841278076172,0.4017148017883301,0.3246863484382629,0.3246849179267883,240.849853515625,251.42130025227863,0.0029548406600952,0.0025433838988343,True,True,True,True,True,True
r3_s72000_l5,3,72000,5,0.269183573168,0.269183573168,1.1284685380306925,0.323640376329422,0.2591154525677363,0.3380584716796875,0.24739940961202,0.2691832184791565,0.2691840231418609,226.27127075195312,201.1709238688151,0.0023737142328172,0.0024795452288041,False,False,True,True,True,False
r3_s72000_l6,3,72000,6,0.349443536227,0.349443536227,1.809541960206531,0.3323541581630707,0.380585233370463,0.2144088745117187,0.3597361246744794,0.3494450449943542,0.3494433561960856,208.3173675537109,244.0370127360026,0.0028530277777463,0.0025140220144142,True,False,True,True,True,False
r3_s72000_l8,3,72000,8,0.391466155654,0.391466155654,0.5344822250840776,0.4246155023574829,0.4036134878794352,0.4444150924682617,0.3940874735514326,0.3914709687232971,0.3914664089679718,267.92041015625,261.13312276204425,0.0025900839827954,0.0024123011777798,True,True,True,True,True,True
r3_s72000_l9,3,72000,9,0.368810393754,0.368810393754,0.7891184652766581,0.3951874673366546,0.3228011429309845,0.3785691261291504,0.3170510927836099,0.3688084781169891,0.3688105642795563,244.94956970214844,242.1894276936849,0.0025214946363121,0.0023700144762794,False,False,True,True,True,False
r3_s72000_l10,3,72000,10,0.492052665603,0.492052665603,0.9688435731543761,0.6027158498764038,0.5247629880905151,0.6367945671081543,0.4942037264506025,0.4920514225959778,0.4920527637004852,302.49005126953125,307.0667928059896,0.0028788747731596,0.0024655103528251,True,False,True,True,True,False
r3_s143000_l1,3,143000,1,0.692902384351,0.692902384351,2.672703779964516,1.4914827346801758,0.7940971453984579,1.5813887119293213,0.8142220973968506,0.692903995513916,0.6929026246070862,1087.2947998046875,920.27099609375,0.0014977029059082,0.0012934198603034,False,False,True,True,True,False
r3_s143000_l2,3,143000,2,0.754475145664,0.754475145664,3.278756181236261,2.0600714683532715,0.9408945639928182,2.050257921218872,0.9984316031138104,0.7544746398925781,0.7544750968615214,1096.0640869140625,811.9736735026041,0.0017052954062819,0.0017119944095611,False,False,True,False,True,False
r3_s143000_l3,3,143000,3,0.681526128789,0.681526128789,1.3922983605303492,1.4068408012390137,1.8797512451807656,1.410311937332153,1.9918609460194905,0.6815270185470581,0.6815260648727417,967.1463012695312,1232.341796875,0.0017817302141338,0.0019885799459492,False,False,True,False,True,False
r3_s143000_l4,3,143000,4,0.381006321887,0.381006321887,0.34542887369538494,0.5577850341796875,0.5673873821894327,0.6554043292999268,0.5912554264068604,0.3810060620307922,0.3810064991315205,778.0765380859375,700.021240234375,0.0020412381272763,0.0018116341670975,True,True,True,True,True,True
r3_s143000_l5,3,143000,5,0.391832724372,0.587749086558,3.5351063981355373,1.1722197532653809,1.1001277764638264,1.2439844608306885,1.127399206161499,0.3918329775333404,0.5877489844957987,1031.413818359375,964.8645629882812,0.0019035891164094,0.0018418692828466,True,True,False,True,True,False
r3_s143000_l8,3,143000,8,0.430339887499,0.430339887499,0.5144590806965859,0.4498611688613891,0.4823336104551951,0.4119064807891845,0.4840598901112871,0.4303392469882965,0.4303398132324219,763.1881103515625,845.0725708007812,0.0016392210964113,0.001383050926961,True,True,True,True,True,True
r3_s143000_l10,3,143000,10,0.78055982873,0.78055982873,0.5461100846564838,0.9875764846801758,1.0503151019414263,1.031928300857544,1.0315927664438886,0.7805598974227905,0.7805596391359965,1255.472412109375,2477.2960611979165,0.0009276373311877,0.0005552325746975,True,True,True,False,True,False
r5_s14000_l1,5,14000,1,0.631372890605,0.631372890605,2.743983668866073,1.1240414381027222,0.5789011716842651,1.1113317012786863,0.5834855238596601,0.6313725709915161,0.6313728292783102,328.32281494140625,254.57300313313803,0.0033722922671586,0.0031560806867976,False,False,True,False,True,False
r5_s14000_l2,5,14000,2,0.602549156242,0.602549156242,3.1789242276592637,1.134572982788086,0.5187245011329651,1.0847928524017334,0.5285100142161054,0.6025506258010864,0.602549135684967,341.479736328125,240.63509623209637,0.0032583940774202,0.003162980157261,False,False,True,False,True,False
r5_s14000_l3,5,14000,3,0.543941998153,0.543941998153,2.5896928290159362,0.8716534376144409,0.4852092464764913,0.8168914318084717,0.4923752943674726,0.5439409017562866,0.5439417560895284,293.0191650390625,233.014149983724,0.0031943025533109,0.0031791086463878,False,False,True,False,True,False
r5_s14000_l4,5,14000,4,0.482595788767,0.482595788767,0.790386725413187,0.5207066535949707,0.5295533935228983,0.4539477825164795,0.5208960374196367,0.4825953543186188,0.4825958708922068,229.0113067626953,263.6586303710937,0.0031722518615424,0.002908065682277,True,True,True,True,True,True
r5_s14000_l8,5,14000,8,0.408687082529,0.408687082529,0.9259717968169539,0.3923380374908447,0.2800511519114176,0.2909190654754638,0.2846635977427167,0.4086859226226806,0.4086873233318329,236.95187377929688,212.4421844482422,0.0025969399139285,0.0026976574833194,False,True,True,True,True,False
r5_s72000_l1,5,72000,1,0.675681457476,1.0135221862139998,4.5571387150297,2.468714714050293,2.091592311859131,2.5006096363067627,2.1286041736602783,0.6756812930107117,1.0135215918223064,514.7672119140625,455.15428670247394,0.0030694627203047,0.0030661408479015,False,True,False,True,True,False
r5_s72000_l2,5,72000,2,0.66755083872,0.66755083872,3.3170722078857104,1.7232686281204224,0.7952171365420023,1.6923916339874268,0.7611052989959717,0.6675522327423096,0.6675512591997782,444.248291015625,315.4423522949219,0.0031570305582135,0.0029791759637494,False,False,True,False,True,False
r5_s72000_l4,5,72000,4,0.6272159390475,0.418143959365,2.4152670720550553,1.2001655101776123,0.6852730313936869,1.1587655544281006,0.6900269985198975,0.6272138953208923,0.4181433121363322,347.1240234375,312.0000305175781,0.0030894340015947,0.0027611327047149,False,False,False,True,True,False
