experiment,magnitude_definition,run_id,stage,step,high_layer,high_alpha,low_layer,low_alpha,high_top1_damage,low_top1_damage,directional_ds_contrast,high_kl,low_kl,absolute_kl_gap,high_nll_damage,low_nll_damage,absolute_nll_gap,high_magnitude,low_magnitude,magnitude_log_gap,magnitude_ratio,match_score
B,activation_relative_magnitude,1,pilot,14000,5,0.25,9,0.25,0.06684027777777779,0.07074652777777779,-0.00390625,0.010464890653060542,0.011571903920008078,0.0011070132669475357,0.01047454939948178,0.007299794091118657,0.0031747553083631237,0.09978272600306405,0.09317203445567024,0.06854746501846747,1.0709514564752696,0.32235168058562846
B,activation_relative_magnitude,1,pilot,14000,1,0.25,4,0.25,0.08051215277777779,0.07074652777777779,0.009765625,0.01528988333625926,0.012108095197214022,0.0031817881390452385,0.012498723136054194,0.012839317321777344,0.00034059418572315,0.10547222528192733,0.09823121047682232,0.07112366029116533,1.0737139934442073,0.34088509295273384
B,activation_relative_magnitude,1,pilot,14000,9,0.75,3,0.5,0.20985243055555555,0.2065972222222222,0.0032552083333333426,0.1233420620361964,0.12572730580965677,0.0023852437734603743,0.11887836456298813,0.1271852387322321,0.008306874169243958,0.2795162333382501,0.2572956449455685,0.08283457766544608,1.086362085131221,0.7453240983237761
B,activation_relative_magnitude,1,pilot,14000,4,1.0,1,0.75,0.30273437499999994,0.3142361111111111,-0.01150173611111116,0.3031210336420271,0.3210617767439948,0.017940743101967693,0.3282493220435249,0.3360300064086916,0.007780684365166657,0.39292484190728927,0.31641678015391034,0.21655808250633662,1.2417952098373675,0.8091148202864846
B,activation_relative_magnitude,1,pilot,14000,6,0.75,10,0.75,0.23350694444444445,0.2547743055555555,-0.021267361111111077,0.15926946534050837,0.15181958013110688,0.007449885209401486,0.2045480675167508,0.2125718063778348,0.008023738861083984,0.31373059418466354,0.2998439437813229,0.045272485412660275,1.046312926078201,0.8636761673722602
B,activation_relative_magnitude,1,pilot,14000,5,0.5,9,0.5,0.13563368055555555,0.1371527777777778,-0.0015190972222222376,0.04579157920347319,0.05020470834440655,0.004413129140933364,0.051214271121554855,0.04445197847154395,0.006762292650010902,0.1995654520061281,0.18634406891134048,0.06854746501846747,1.0709514564752696,0.8921324240940632
B,activation_relative_magnitude,1,pilot,14000,2,0.25,7,0.25,0.08159722222222225,0.060329861111111126,0.021267361111111126,0.01705063258608182,0.009895693096849652,0.0071549394892321695,0.0012129677666556187,0.004861275355021159,0.0036483075883655403,0.10722088896565968,0.09481777333550984,0.1229342152778673,1.130810028477064,0.958714454814253
B,activation_relative_magnitude,1,pilot,14000,6,0.25,10,0.25,0.07052951388888891,0.08593750000000004,-0.015407986111111133,0.012503990075654454,0.01516330304245154,0.0026593129667970856,0.021152284410264805,0.0343239307403563,0.013171646330091494,0.10457691798607509,0.0999480245841874,0.045272561219620984,1.0463130053960068,1.1440410520191415
B,activation_relative_magnitude,1,pilot,72000,9,0.25,5,0.25,0.08398437500000004,0.07552083333333333,0.008463541666666713,0.016932898201048374,0.015223321918812061,0.0017095762822363133,0.0067042774624293715,0.006838348176744298,0.00013407071431492668,0.11587592628267075,0.11119422813256581,0.04124154247685066,1.0421037874782801,0.17989567584462646
B,activation_relative_magnitude,1,pilot,72000,10,1.0,3,0.75,0.36566840277777785,0.40625,-0.040581597222222154,0.5591999689737955,0.5733332700199552,0.014133301046159619,0.6036593384212919,0.5834278530544704,0.02023148536682151,0.5636762645509509,0.44778957962989807,0.23015665392366438,1.2587971900034702,0.5904466935387445
B,activation_relative_magnitude,1,pilot,72000,4,0.25,8,0.25,0.07747395833333333,0.09027777777777779,-0.012803819444444461,0.01479097165995174,0.01752167826311456,0.0027307066031628194,0.03170257144504118,0.03657862875196679,0.004876057306925606,0.11017819659577477,0.09933370600144069,0.10361407458781079,1.1091723145230965,0.5981411474446557
B,activation_relative_magnitude,1,pilot,72000,2,0.25,7,0.25,0.09136284722222225,0.06922743055555554,0.022135416666666713,0.021715084711710613,0.013879348006513385,0.007835736705197228,0.006296528710259282,0.006018055809868657,0.000278472900390625,0.12070305479897392,0.10160171820057763,0.1722729903809781,1.1880021020972034,0.8021385305457644
B,activation_relative_magnitude,1,pilot,72000,1,0.25,6,0.25,0.08615451388888888,0.08376736111111112,0.0023871527777777624,0.01892381099363168,0.016751303440994684,0.002172507552636996,0.015605926513671875,0.029461463292439777,0.013855536778767902,0.11736215485466851,0.1135414797398779,0.03309626431148382,1.0336500380613651,1.1409532071815598
B,activation_relative_magnitude,1,pilot,72000,9,1.0,1,0.75,0.3446180555555555,0.3368055555555555,0.0078125,0.47367902596791583,0.4386652823951509,0.03501374357276493,0.4445488452911377,0.4246697690751818,0.019879076215955915,0.463503705130683,0.35208635197745425,0.27493791515312016,1.3164489407995097,1.2249565477756739
B,activation_relative_magnitude,1,pilot,72000,10,0.75,7,1.0,0.2738715277777778,0.3042534722222222,-0.03038194444444442,0.27567857172754073,0.30397084024217397,0.028292268514633234,0.31379347377353256,0.3028546704186332,0.010938803354899385,0.4227563209003873,0.4064068728023105,0.03944113198634695,1.0402292608521648,1.3309681903091557
B,activation_relative_magnitude,1,pilot,72000,5,1.0,2,0.75,0.3070746527777778,0.3098958333333333,-0.0028211805555555247,0.2841256592008803,0.3038085301717122,0.019682870970831934,0.28326426612006284,0.2642944388919406,0.018969827228122238,0.44477691253026325,0.362109147840076,0.2056271565564401,1.2282951568146994,1.3624477774920678
B,activation_relative_magnitude,1,pilot,143000,5,0.25,1,0.25,0.11393229166666667,0.11111111111111109,0.0028211805555555802,0.02794749807152483,0.027700272699197132,0.0002472253723276967,0.023671150207519382,0.021098322338528153,0.0025728278689912294,0.1292234824763404,0.12830648322900137,0.007121525608706497,1.0071469439755618,0.19624439516551828
B,activation_relative_magnitude,1,pilot,143000,9,0.25,8,0.25,0.10004340277777775,0.103515625,-0.0034722222222222515,0.02343247561819024,0.02087015368872219,0.0025623219294680505,0.018954012129041835,0.018564992480807785,0.00038901964823405064,0.18896493315696716,0.1491974542538325,0.23629083401093615,1.2665426102745527,0.28216683616240845
B,activation_relative_magnitude,1,pilot,143000,9,1.0,5,1.0,0.33940972222222215,0.35004340277777773,-0.01063368055555558,0.4021048612064786,0.39023393392562866,0.01187092728084993,0.42816397878858786,0.42194051212734635,0.006223466661241517,0.7558597326278687,0.5168939299053616,0.38001813124686135,1.4623111027174558,0.4460592229016441
B,activation_relative_magnitude,1,pilot,143000,6,1.0,1,1.0,0.4572482638888889,0.4813368055555555,-0.02408854166666663,0.7877564430236816,0.8404084112909106,0.052651968267228955,0.87864875793457,0.87405973010593,0.004589027828640013,0.6287434564696418,0.5132259329160055,0.20300715089697513,1.225081228645829,0.69912957105287
