run_id,step,progress,evaluation_seed,layer,beta,direction_id,tokens,top1_agreement,top1_damage,intervened_nll,nll_damage,kl,activation_relative_magnitude,activation_absolute_rms
2,14000,0.0979020979020979,11,1,0.35,101,1536,0.7942708333333334,0.20572916666666663,4.0500861803690595,0.13700612386067723,0.12697076549132666,0.3500003119309743,0.3811766008536021
2,14000,0.0979020979020979,11,1,0.35,202,1536,0.7890625,0.2109375,4.0343194007873535,0.1212393442789712,0.13057070473829904,0.35000020265579224,0.38117654124895733
2,14000,0.0979020979020979,11,1,0.35,303,1536,0.7981770833333334,0.20182291666666663,4.045882860819499,0.13280280431111668,0.12322140733400981,0.35000018278757733,0.38117655118306476
2,14000,0.0979020979020979,11,1,0.5,101,1536,0.6692708333333334,0.33072916666666663,4.260058403015137,0.3469783465067544,0.3329455455144246,0.5000003377596537,0.5445379813512167
2,14000,0.0979020979020979,11,1,0.5,202,1536,0.6829427083333334,0.31705729166666663,4.2454938888549805,0.33241383234659816,0.3359752297401428,0.4999998410542806,0.5445374647776285
2,14000,0.0979020979020979,11,1,0.5,303,1536,0.6653645833333334,0.33463541666666663,4.263403097788493,0.3503230412801108,0.33034391204516095,0.4999997715155284,0.5445374449094137
2,14000,0.0979020979020979,11,1,0.75,101,1536,0.4505208333333333,0.5494791666666667,5.039662520090739,1.126582463582357,1.090218424797058,0.7500000397364298,0.8168064554532369
2,14000,0.0979020979020979,11,1,0.75,202,1536,0.4635416666666667,0.5364583333333333,5.020999431610107,1.1079193751017251,1.0750826597213745,0.7499993840853373,0.8168057203292847
2,14000,0.0979020979020979,11,1,0.75,303,1536,0.4453125,0.5546875,5.059683481852214,1.1466034253438315,1.1030242045720418,0.7500006556510925,0.8168071508407593
2,14000,0.0979020979020979,11,2,0.35,101,1536,0.791015625,0.208984375,4.055954933166504,0.1428748766581216,0.13232740263144174,0.34999995430310565,0.42865221699078876
2,14000,0.0979020979020979,11,2,0.35,202,1536,0.79296875,0.20703125,4.029630899429321,0.11655084292093898,0.11979556083679199,0.35000039140383404,0.4286528726418813
2,14000,0.0979020979020979,11,2,0.35,303,1536,0.78515625,0.21484375,4.040040175120036,0.1269601186116538,0.1270856037735939,0.3499995668729146,0.4286518394947052
